event,group,pvalue,up_group,qvalue
plasma_cells,perPD1_def4,0.0843204204263676,High,0.320436938799553
plasma_cells,perPT_L_def0,0.0564252680318388,High,0.259556232946458
plasma_cells,perPT_L_def2,0.247180355934445,High,0.7664362885460241
plasma_cells,perPT_L_def4,0.234409939416392,High,0.919732738067351
t_cells_cd8,logdenPD1_def0,0.14889475423202697,Low,0.804298660812915
t_cells_cd8,logdenPD1_def2,0.684765719388232,High,0.995307362099408
t_cells_cd8,logdenPT_L_def0,0.0940789243936024,Low,0.540576891042257
t_cells_cd8,logdenPT_L_def2,0.8580165053865201,Low,1.0
t_cells_cd8,logdenPT_L_def4,0.462639521046565,High,1
t_cells_cd8,perPD1_def0,0.0629912111256114,Low,0.42912312505038
t_cells_cd8,perPD1_def2,0.37321622140959293,Low,0.868275563565319
t_cells_cd8,perPD1_def4,0.00892103054917949,Low,0.20518370263112803
t_cells_cd8,perPT_L_def0,0.0172397844799093,Low,0.259556232946458
t_cells_cd8,perPT_L_def2,0.49407763671660104,Low,0.7664362885460241
t_cells_cd8,perPT_L_def4,0.9205595425836751,Low,0.9938791244144949
t_cells_cd4_naive,logdenPD1_def0,0.7429030447512379,tie,0.813655715679927
t_cells_cd4_naive,logdenPD1_def2,0.9053281165016759,tie,0.995307362099408
t_cells_cd4_naive,logdenPT_L_def0,0.6517585444134399,tie,0.800410865355888
t_cells_cd4_naive,logdenPT_L_def2,0.9147748813951669,tie,1.0
t_cells_cd4_naive,logdenPT_L_def4,0.519205696783066,tie,1
t_cells_cd4_naive,perPD1_def0,0.803163265206206,tie,0.9292189585156461
t_cells_cd4_naive,perPD1_def2,0.347383468821721,tie,0.868275563565319
t_cells_cd4_naive,perPD1_def4,0.6141797270781639,tie,0.759126093777864
t_cells_cd4_naive,perPT_L_def0,0.6939538482765201,tie,0.9757544936293221
t_cells_cd4_naive,perPT_L_def2,0.6664663378661079,tie,0.7664362885460241
t_cells_cd4_naive,perPT_L_def4,0.44111611910968496,tie,0.919732738067351
t_cells_cd4_memory_resting,logdenPD1_def0,0.43184687606081107,High,0.804298660812915
t_cells_cd4_memory_resting,logdenPD1_def2,0.270073206747469,Low,0.995307362099408
t_cells_cd4_memory_resting,logdenPT_L_def0,0.21229860688187802,High,0.6103584947853989
t_cells_cd4_memory_resting,logdenPT_L_def2,0.3903084441419,Low,0.816099474114882
t_cells_cd4_memory_resting,logdenPT_L_def4,0.373438929052058,High,1
t_cells_cd4_memory_resting,perPD1_def0,0.130602690232724,High,0.42912312505038
t_cells_cd4_memory_resting,perPD1_def2,0.25101509399753197,Low,0.868275563565319
t_cells_cd4_memory_resting,perPD1_def4,0.0585536698713033,High,0.320436938799553
t_cells_cd4_memory_resting,perPT_L_def0,0.0256197788383026,High,0.259556232946458
t_cells_cd4_memory_resting,perPT_L_def2,0.41100698371431393,High,0.7664362885460241
t_cells_cd4_memory_resting,perPT_L_def4,0.9938791244144949,High,0.9938791244144949
t_cells_cd4_memory_activated,logdenPD1_def0,0.283764005325721,Low,0.804298660812915
t_cells_cd4_memory_activated,logdenPD1_def2,0.35246263491595203,High,0.995307362099408
t_cells_cd4_memory_activated,logdenPT_L_def0,0.661208975728777,Low,0.800410865355888
t_cells_cd4_memory_activated,logdenPT_L_def2,0.329009451345851,High,0.8062377293138709
t_cells_cd4_memory_activated,logdenPT_L_def4,0.7361013689473829,Low,1
t_cells_cd4_memory_activated,perPD1_def0,0.0918828846767292,Low,0.42912312505038
t_cells_cd4_memory_activated,perPD1_def2,1.0,High,1.0
t_cells_cd4_memory_activated,perPD1_def4,0.8281553010920172,High,0.9070272345293521
t_cells_cd4_memory_activated,perPT_L_def0,0.403468842248151,Low,0.8300191724647741
t_cells_cd4_memory_activated,perPT_L_def2,0.9125774323115741,High,0.954058224689373
t_cells_cd4_memory_activated,perPT_L_def4,0.5547068010018361,Low,0.919732738067351
t_cells_follicular_helper,logdenPD1_def0,0.448779062103611,Low,0.804298660812915
t_cells_follicular_helper,logdenPD1_def2,0.7912369811911399,Low,0.995307362099408
t_cells_follicular_helper,logdenPT_L_def0,0.566597378007616,Low,0.800410865355888
t_cells_follicular_helper,logdenPT_L_def2,0.8003083665201741,Low,1.0
t_cells_follicular_helper,logdenPT_L_def4,0.8424590335606948,Low,1
t_cells_follicular_helper,perPD1_def0,0.098791857902585,Low,0.42912312505038
t_cells_follicular_helper,perPD1_def2,0.87534482760692,Low,1.0
t_cells_follicular_helper,perPD1_def4,0.189283740388101,Low,0.4837251143251479
t_cells_follicular_helper,perPT_L_def0,0.10238037028597699,Low,0.392458086096245
t_cells_follicular_helper,perPT_L_def2,0.6011716939576159,Low,0.7664362885460241
t_cells_follicular_helper,perPT_L_def4,0.6072607335757491,Low,0.919732738067351
t_cells_regulatory_tregs,logdenPD1_def0,0.256902567933945,tie,0.804298660812915
t_cells_regulatory_tregs,logdenPD1_def2,0.538973783650283,tie,0.995307362099408
t_cells_regulatory_tregs,logdenPT_L_def0,0.134964309282377,tie,0.540576891042257
t_cells_regulatory_tregs,logdenPT_L_def2,0.5693065433928011,tie,1.0
t_cells_regulatory_tregs,logdenPT_L_def4,0.874303841344516,tie,1
t_cells_regulatory_tregs,perPD1_def0,0.361823728514522,tie,0.7565405232576379
t_cells_regulatory_tregs,perPD1_def2,0.9034134512465151,tie,1.0
t_cells_regulatory_tregs,perPD1_def4,0.45670759446938297,tie,0.656517167049738
t_cells_regulatory_tregs,perPT_L_def0,0.8194399469944309,tie,0.9757544936293221
t_cells_regulatory_tregs,perPT_L_def2,0.5871300046984179,tie,0.7664362885460241
t_cells_regulatory_tregs,perPT_L_def4,0.567916520069273,tie,0.919732738067351
t_cells_gamma_delta,logdenPD1_def0,0.693391763502909,tie,0.804298660812915
t_cells_gamma_delta,logdenPD1_def2,0.509231375083807,tie,0.995307362099408
t_cells_gamma_delta,logdenPT_L_def0,0.28070441743403496,tie,0.64562016009828
t_cells_gamma_delta,logdenPT_L_def2,0.23801008627609302,tie,0.8062377293138709
t_cells_gamma_delta,logdenPT_L_def4,0.796827942889737,tie,1
t_cells_gamma_delta,perPD1_def0,0.9388651703627781,Low,0.9388651703627781
t_cells_gamma_delta,perPD1_def2,0.6146736579705171,tie,0.89302588133396
t_cells_gamma_delta,perPD1_def4,0.178344048223559,tie,0.4837251143251479
t_cells_gamma_delta,perPT_L_def0,0.441001468715733,tie,0.8300191724647741
t_cells_gamma_delta,perPT_L_def2,0.5154666109056271,tie,0.7664362885460241
t_cells_gamma_delta,perPT_L_def4,0.6055910249809411,Low,0.919732738067351
nk_cells_resting,logdenPD1_def0,0.520146436295395,High,0.804298660812915
nk_cells_resting,logdenPD1_def2,0.57607197999223,Low,0.995307362099408
nk_cells_resting,logdenPT_L_def0,0.581910271425245,High,0.800410865355888
nk_cells_resting,logdenPT_L_def2,0.697450668938324,High,1.0
nk_cells_resting,logdenPT_L_def4,0.924272010431075,Low,1
nk_cells_resting,perPD1_def0,0.130602690232724,High,0.42912312505038
nk_cells_resting,perPD1_def2,0.526190159222455,Low,0.89302588133396
nk_cells_resting,perPD1_def4,0.0737490003315974,High,0.320436938799553
nk_cells_resting,perPT_L_def0,0.0474177388514864,High,0.259556232946458
nk_cells_resting,perPT_L_def2,0.577373217955659,High,0.7664362885460241
nk_cells_resting,perPT_L_def4,0.565048434712391,Low,0.919732738067351
nk_cells_activated,logdenPD1_def0,0.872290290278821,High,0.9119398489278578
nk_cells_activated,logdenPD1_def2,0.37990125514335604,High,0.995307362099408
nk_cells_activated,logdenPT_L_def0,0.899424037701399,High,0.899424037701399
nk_cells_activated,logdenPT_L_def2,0.171690422786381,High,0.8062377293138709
nk_cells_activated,logdenPT_L_def4,0.553841976419773,High,1
nk_cells_activated,perPD1_def0,0.5576485869424921,Low,0.904850567714896
nk_cells_activated,perPD1_def2,0.433352521399239,High,0.868275563565319
nk_cells_activated,perPD1_def4,0.41574431681545004,Low,0.647528757289308
nk_cells_activated,perPT_L_def0,0.12289501805568598,Low,0.40379791646868296
nk_cells_activated,perPT_L_def2,0.5989972489259561,High,0.7664362885460241
nk_cells_activated,perPT_L_def4,0.190193810297349,High,0.919732738067351
monocytes,logdenPD1_def0,0.38332596590035706,High,0.804298660812915
monocytes,logdenPD1_def2,0.9484161822291909,Low,0.995307362099408
monocytes,logdenPT_L_def0,0.7960648177123021,High,0.8687096056243259
monocytes,logdenPT_L_def2,0.995078326445164,Low,1.0
monocytes,logdenPT_L_def4,0.993105354576265,High,1
monocytes,perPD1_def0,0.159287386956124,High,0.457951237498856
monocytes,perPD1_def2,0.27602138718650204,Low,0.868275563565319
monocytes,perPD1_def4,0.8120879998538799,High,0.9070272345293521
monocytes,perPT_L_def0,0.246209825963149,High,0.7078532496440529
monocytes,perPT_L_def2,0.47251574246968203,Low,0.7664362885460241
monocytes,perPT_L_def4,0.27263348587422503,High,0.919732738067351
macrophages_m0,logdenPD1_def0,0.0228080164962923,High,0.524584379414723
macrophages_m0,logdenPD1_def2,0.38989025910276703,High,0.995307362099408
macrophages_m0,logdenPT_L_def0,0.0115243473483685,High,0.265059989012476
macrophages_m0,logdenPT_L_def2,0.23367090689996697,High,0.8062377293138709
macrophages_m0,logdenPT_L_def4,0.8005328227900559,High,1
macrophages_m0,perPD1_def0,0.0658407971907292,High,0.42912312505038
macrophages_m0,perPD1_def2,0.34844187277611605,High,0.868275563565319
macrophages_m0,perPD1_def4,0.09752428572160302,High,0.320436938799553
macrophages_m0,perPT_L_def0,0.505229061500297,High,0.8300191724647741
macrophages_m0,perPT_L_def2,0.54074094341963,High,0.7664362885460241
macrophages_m0,perPT_L_def4,0.6151432259465079,High,0.919732738067351
macrophages_m1,logdenPD1_def0,0.126215931932599,Low,0.804298660812915
macrophages_m1,logdenPD1_def2,0.9671604977176049,High,0.995307362099408
macrophages_m1,logdenPT_L_def0,0.17394501679990898,Low,0.5715336266282719
macrophages_m1,logdenPT_L_def2,0.995078326445164,High,1.0
macrophages_m1,logdenPT_L_def4,0.47323532386558004,Low,1
macrophages_m1,perPD1_def0,0.0792599375097786,Low,0.42912312505038
macrophages_m1,perPD1_def2,0.596791708601334,High,0.89302588133396
macrophages_m1,perPD1_def4,0.0843204204263676,Low,0.320436938799553
macrophages_m1,perPT_L_def0,0.0350969136298456,Low,0.259556232946458
macrophages_m1,perPT_L_def2,0.6011716939576159,Low,0.7664362885460241
macrophages_m1,perPT_L_def4,0.628881551343383,Low,0.919732738067351
macrophages_m2,logdenPD1_def0,0.6577382407120389,Low,0.804298660812915
macrophages_m2,logdenPD1_def2,0.995307362099408,Low,0.995307362099408
macrophages_m2,logdenPT_L_def0,0.8309396227710941,Low,0.8687096056243259
macrophages_m2,logdenPT_L_def2,0.3505381431799439,High,0.8062377293138709
macrophages_m2,logdenPT_L_def4,1.0,Low,1
macrophages_m2,perPD1_def0,0.590119935466236,High,0.904850567714896
macrophages_m2,perPD1_def2,0.45301333751234,High,0.868275563565319
macrophages_m2,perPD1_def4,0.234571043683756,High,0.5076921427586639
macrophages_m2,perPT_L_def0,0.492847013573285,High,0.8300191724647741
macrophages_m2,perPT_L_def2,0.9771007566716509,Low,0.9771007566716509
macrophages_m2,perPT_L_def4,0.835908888727093,Low,0.9938791244144949
dendritic_cells_resting,logdenPD1_def0,0.16566135128412,Low,0.804298660812915
dendritic_cells_resting,logdenPD1_def2,0.642032324380527,Low,0.995307362099408
dendritic_cells_resting,logdenPT_L_def0,0.52185417324339,High,0.800410865355888
dendritic_cells_resting,logdenPT_L_def2,0.331637884937736,Low,0.8062377293138709
dendritic_cells_resting,logdenPT_L_def4,0.16945379172458,High,1
dendritic_cells_resting,perPD1_def0,0.476202104614775,Low,0.904850567714896
dendritic_cells_resting,perPD1_def2,0.6212353957105811,High,0.89302588133396
dendritic_cells_resting,perPD1_def4,0.24280928566718699,Low,0.5076921427586639
dendritic_cells_resting,perPT_L_def0,0.89090627679199,High,0.9757544936293221
dendritic_cells_resting,perPT_L_def2,0.726129322111886,High,0.795284495646351
dendritic_cells_resting,perPT_L_def4,0.639814078655548,High,0.919732738067351
dendritic_cells_activated,logdenPD1_def0,0.943032977320967,Low,0.943032977320967
dendritic_cells_activated,logdenPD1_def2,0.990549610634773,High,0.995307362099408
dendritic_cells_activated,logdenPT_L_def0,0.399364420872645,Low,0.800410865355888
dendritic_cells_activated,logdenPT_L_def2,0.75591042737324,High,1.0
dendritic_cells_activated,logdenPT_L_def4,0.8560001951009041,High,1
dendritic_cells_activated,perPD1_def0,0.6894099206183181,High,0.9292189585156461
dendritic_cells_activated,perPD1_def2,0.9254408602380308,High,1.0
dendritic_cells_activated,perPD1_def4,0.627104164425192,Low,0.759126093777864
dendritic_cells_activated,perPT_L_def0,1.0,Low,1.0
dendritic_cells_activated,perPT_L_def2,0.20572065489009897,Low,0.7664362885460241
dendritic_cells_activated,perPT_L_def4,0.160352185107096,Low,0.919732738067351
mast_cells_resting,logdenPD1_def0,0.699390139837317,Low,0.804298660812915
mast_cells_resting,logdenPD1_def2,0.337015167663078,Low,0.995307362099408
mast_cells_resting,logdenPT_L_def0,0.7959242252966491,Low,0.8687096056243259
mast_cells_resting,logdenPT_L_def2,0.7369026388740529,Low,1.0
mast_cells_resting,logdenPT_L_def4,0.53354108214878,High,1
mast_cells_resting,perPD1_def0,0.930717412531015,High,0.9388651703627781
mast_cells_resting,perPD1_def2,0.97198576004013,Low,1.0
mast_cells_resting,perPD1_def4,0.876700921421686,High,0.91655096330449
mast_cells_resting,perPT_L_def0,0.812598233738223,High,0.9757544936293221
mast_cells_resting,perPT_L_def2,0.254664162958474,Low,0.7664362885460241
mast_cells_resting,perPT_L_def4,0.741320533381235,Low,0.9472429037649108
mast_cells_activated,logdenPD1_def0,0.644733546589718,High,0.804298660812915
mast_cells_activated,logdenPD1_def2,0.451847011120964,Low,0.995307362099408
mast_cells_activated,logdenPT_L_def0,0.482428063436631,High,0.800410865355888
mast_cells_activated,logdenPT_L_def2,0.32815472213507696,Low,0.8062377293138709
mast_cells_activated,logdenPT_L_def4,0.9444335198232929,Low,1
mast_cells_activated,perPD1_def0,0.726051962676193,Low,0.9292189585156461
mast_cells_activated,perPD1_def2,0.10361831081336399,Low,0.868275563565319
mast_cells_activated,perPD1_def4,0.422301363449549,High,0.647528757289308
mast_cells_activated,perPT_L_def0,0.880088566875065,Low,0.9757544936293221
mast_cells_activated,perPT_L_def2,0.41807529775198,High,0.7664362885460241
mast_cells_activated,perPT_L_def4,0.41229485692861995,Low,0.919732738067351
eosinophils,logdenPD1_def0,0.596444568266855,High,0.804298660812915
eosinophils,logdenPD1_def2,0.748783086374979,High,0.995307362099408
eosinophils,logdenPT_L_def0,0.628494927672276,High,0.800410865355888
eosinophils,logdenPT_L_def2,1.0,Low,1.0
eosinophils,logdenPT_L_def4,0.585647417481064,High,1
eosinophils,perPD1_def0,0.848209741203388,High,0.9292189585156461
eosinophils,perPD1_def2,0.34870004988229303,Low,0.868275563565319
eosinophils,perPD1_def4,0.991741598854177,Low,0.991741598854177
eosinophils,perPT_L_def0,0.970119467172139,Low,1.0
eosinophils,perPT_L_def2,0.639300486196297,High,0.7664362885460241
eosinophils,perPT_L_def4,0.6895479298143579,High,0.9329177873958969
neutrophils,logdenPD1_def0,0.637197256708759,Low,0.804298660812915
neutrophils,logdenPD1_def2,0.995307362099408,High,0.995307362099408
neutrophils,logdenPT_L_def0,0.5073541243461009,Low,0.800410865355888
neutrophils,logdenPT_L_def2,0.18688363344257397,High,0.8062377293138709
neutrophils,logdenPT_L_def4,0.516923631114781,Low,1
neutrophils,perPD1_def0,0.821286497154173,Low,0.9292189585156461
neutrophils,perPD1_def2,0.13345144701929199,High,0.868275563565319
neutrophils,perPD1_def4,0.6125231188990871,High,0.759126093777864
neutrophils,perPT_L_def0,0.851634758795654,High,0.9757544936293221
neutrophils,perPT_L_def2,0.0374908263894389,High,0.5921090847871869
neutrophils,perPT_L_def4,0.32236100828193104,High,0.919732738067351
leukocyte_total,logdenPD1_def0,0.213733456574606,Low,0.804298660812915
leukocyte_total,logdenPD1_def2,0.0745309071583474,High,0.857105432320995
leukocyte_total,logdenPT_L_def0,0.141020058532763,Low,0.540576891042257
leukocyte_total,logdenPT_L_def2,0.12840700531465302,High,0.8062377293138709
leukocyte_total,logdenPT_L_def4,0.562612994668477,Low,1
leukocyte_total,perPD1_def0,0.19250134052157303,Low,0.49194787022179903
leukocyte_total,perPD1_def2,0.35469740822035706,High,0.868275563565319
leukocyte_total,perPD1_def4,0.287042732067277,Low,0.5078448336574911
leukocyte_total,perPT_L_def0,0.461935729719856,Low,0.8300191724647741
leukocyte_total,perPT_L_def2,0.378967725976262,Low,0.7664362885460241
leukocyte_total,perPT_L_def4,0.957174034575694,Low,0.9938791244144949
